,itemID,month,order,salesPrice
13616,1946.0,01-2018,0,10.0
13617,1946.0,02-2018,2,10.0
13618,1946.0,03-2018,118,10.0
13619,1946.0,04-2018,0,10.0
13620,1946.0,05-2018,0,10.0
13621,1946.0,06-2018,1,10.0
13623,1947.0,01-2018,0,33.0
13624,1947.0,02-2018,0,33.0
13625,1947.0,03-2018,119,33.0
13626,1947.0,04-2018,15,12.0
13627,1947.0,05-2018,0,12.0
13628,1947.0,06-2018,0,12.0
13630,1948.0,01-2018,0,169.0
13631,1948.0,02-2018,1,169.0
13632,1948.0,03-2018,82,169.0
13633,1948.0,04-2018,2,153.0
13634,1948.0,05-2018,21,153.0
13635,1948.0,06-2018,14,153.0
13637,1949.0,01-2018,0,35.0
13638,1949.0,02-2018,0,35.0
13639,1949.0,03-2018,35,35.0
13640,1949.0,04-2018,0,35.0
13641,1949.0,05-2018,0,35.0
13642,1949.0,06-2018,0,35.0
13644,1950.0,01-2018,0,78.0
13645,1950.0,02-2018,0,78.0
13646,1950.0,03-2018,65,78.0
13647,1950.0,04-2018,12,78.0
13648,1950.0,05-2018,0,78.0
13649,1950.0,06-2018,0,78.0
13651,1951.0,01-2018,0,41.0
13652,1951.0,02-2018,0,41.0
13653,1951.0,03-2018,63,41.0
13654,1951.0,04-2018,24,44.0
13655,1951.0,05-2018,69,45.0
13656,1951.0,06-2018,2,43.0
13658,1952.0,01-2018,0,39.0
13659,1952.0,02-2018,0,39.0
13660,1952.0,03-2018,0,39.0
13661,1952.0,04-2018,0,39.0
13662,1952.0,05-2018,1,39.0
13663,1952.0,06-2018,100,39.0
13665,1953.0,01-2018,0,98.0
13666,1953.0,02-2018,0,98.0
13667,1953.0,03-2018,0,98.0
13668,1953.0,04-2018,0,98.0
13669,1953.0,05-2018,83,98.0
13670,1953.0,06-2018,1,98.0
13672,1954.0,01-2018,0,18.0
13673,1954.0,02-2018,0,18.0
13674,1954.0,03-2018,107,18.0
13675,1954.0,04-2018,29,15.0
13676,1954.0,05-2018,0,15.0
13677,1954.0,06-2018,0,15.0
13679,1955.0,01-2018,0,63.0
13680,1955.0,02-2018,0,63.0
13681,1955.0,03-2018,0,63.0
13682,1955.0,04-2018,182,63.0
13683,1955.0,05-2018,0,63.0
13684,1955.0,06-2018,0,63.0
13686,1956.0,01-2018,60,33.0
13687,1956.0,02-2018,1,33.0
13688,1956.0,03-2018,7,33.0
13689,1956.0,04-2018,1,16.0
13690,1956.0,05-2018,0,16.0
13691,1956.0,06-2018,0,16.0
13693,1957.0,01-2018,0,6.0
13694,1957.0,02-2018,1,6.0
13695,1957.0,03-2018,104,6.0
13696,1957.0,04-2018,4,5.0
13697,1957.0,05-2018,235,5.0
13698,1957.0,06-2018,60,1.0
13700,1958.0,01-2018,0,71.0
13701,1958.0,02-2018,1,71.0
13702,1958.0,03-2018,161,71.0
13703,1958.0,04-2018,2,71.0
13704,1958.0,05-2018,121,57.0
13705,1958.0,06-2018,1,29.0
13707,1959.0,01-2018,108,23.0
13708,1959.0,02-2018,34,25.0
13709,1959.0,03-2018,1,25.0
13710,1959.0,04-2018,3,25.0
13711,1959.0,05-2018,0,25.0
13712,1959.0,06-2018,9,25.0
13714,1960.0,01-2018,1,10.0
13715,1960.0,02-2018,0,10.0
13716,1960.0,03-2018,0,10.0
13717,1960.0,04-2018,1,10.0
13718,1960.0,05-2018,236,10.0
13719,1960.0,06-2018,27,4.0
13721,1961.0,01-2018,0,31.0
13722,1961.0,02-2018,0,31.0
13723,1961.0,03-2018,124,31.0
13724,1961.0,04-2018,0,31.0
13725,1961.0,05-2018,105,31.0
13726,1961.0,06-2018,14,14.0
13728,1962.0,01-2018,0,71.0
13729,1962.0,02-2018,31,71.0
13730,1962.0,03-2018,65,51.0
13731,1962.0,04-2018,1,54.0
13732,1962.0,05-2018,3,54.0
13733,1962.0,06-2018,5,54.0
13735,1963.0,01-2018,0,35.0
13736,1963.0,02-2018,0,35.0
13737,1963.0,03-2018,0,35.0
13738,1963.0,04-2018,243,35.0
13739,1963.0,05-2018,5,34.0
13740,1963.0,06-2018,37,34.0
13742,1964.0,01-2018,0,17.0
13743,1964.0,02-2018,1,17.0
13744,1964.0,03-2018,1,20.0
13745,1964.0,04-2018,405,19.0
13746,1964.0,05-2018,1,18.0
13747,1964.0,06-2018,49,18.0
13749,1965.0,01-2018,3,25.0
13750,1965.0,02-2018,0,25.0
13751,1965.0,03-2018,17,25.0
13752,1965.0,04-2018,1,25.0
13753,1965.0,05-2018,8,25.0
13754,1965.0,06-2018,0,25.0
13756,1966.0,01-2018,38,56.0
13757,1966.0,02-2018,1,56.0
13758,1966.0,03-2018,1,56.0
13759,1966.0,04-2018,1,56.0
13760,1966.0,05-2018,0,56.0
13761,1966.0,06-2018,1,56.0
13763,1967.0,01-2018,74,33.0
13764,1967.0,02-2018,0,33.0
13765,1967.0,03-2018,0,33.0
13766,1967.0,04-2018,0,33.0
13767,1967.0,05-2018,0,33.0
13768,1967.0,06-2018,0,33.0
13770,1968.0,01-2018,31,7.0
13771,1968.0,02-2018,0,7.0
13772,1968.0,03-2018,0,7.0
13773,1968.0,04-2018,0,7.0
13774,1968.0,05-2018,0,7.0
13775,1968.0,06-2018,0,7.0
13777,1969.0,01-2018,380,12.0
13778,1969.0,02-2018,80,11.0
13779,1969.0,03-2018,4,12.0
13780,1969.0,04-2018,1,12.0
13781,1969.0,05-2018,0,12.0
13782,1969.0,06-2018,1,12.0
13784,1970.0,01-2018,0,49.0
13785,1970.0,02-2018,86,49.0
13786,1970.0,03-2018,4,49.0
13787,1970.0,04-2018,13,11.0
13788,1970.0,05-2018,0,11.0
13789,1970.0,06-2018,0,11.0
13791,1971.0,01-2018,0,8.0
13792,1971.0,02-2018,320,8.0
13793,1971.0,03-2018,3,7.0
13794,1971.0,04-2018,1,5.0
13795,1971.0,05-2018,6,5.0
13796,1971.0,06-2018,1,5.0
13798,1972.0,01-2018,2,60.0
13799,1972.0,02-2018,356,61.0
13800,1972.0,03-2018,71,59.0
13801,1972.0,04-2018,4,56.0
13802,1972.0,05-2018,1,56.0
13803,1972.0,06-2018,1,56.0
13805,1973.0,01-2018,0,61.0
13806,1973.0,02-2018,0,61.0
13807,1973.0,03-2018,66,61.0
13808,1973.0,04-2018,1,58.0
13809,1973.0,05-2018,19,58.0
13810,1973.0,06-2018,70,55.0
13812,1974.0,01-2018,3,41.0
13813,1974.0,02-2018,68,41.0
13814,1974.0,03-2018,12,41.0
13815,1974.0,04-2018,3,41.0
13816,1974.0,05-2018,1,41.0
13817,1974.0,06-2018,4,41.0
13819,1975.0,01-2018,0,43.0
13820,1975.0,02-2018,2,43.0
13821,1975.0,03-2018,1,16.0
13822,1975.0,04-2018,0,16.0
13823,1975.0,05-2018,0,16.0
13824,1975.0,06-2018,0,16.0
13826,1976.0,01-2018,1,63.0
13827,1976.0,02-2018,0,63.0
13828,1976.0,03-2018,0,63.0
13829,1976.0,04-2018,21,63.0
13830,1976.0,05-2018,1,63.0
13831,1976.0,06-2018,0,63.0
13833,1977.0,01-2018,1,8.0
13834,1977.0,02-2018,0,8.0
13835,1977.0,03-2018,0,8.0
13836,1977.0,04-2018,0,8.0
13837,1977.0,05-2018,0,8.0
13838,1977.0,06-2018,0,8.0
13840,1978.0,01-2018,39,21.0
13841,1978.0,02-2018,1,6.0
13842,1978.0,03-2018,0,6.0
13843,1978.0,04-2018,0,6.0
13844,1978.0,05-2018,0,6.0
13845,1978.0,06-2018,0,6.0
13847,1979.0,01-2018,112,92.0
13848,1979.0,02-2018,32,31.0
13849,1979.0,03-2018,1,42.0
13850,1979.0,04-2018,0,42.0
13851,1979.0,05-2018,0,42.0
13852,1979.0,06-2018,0,42.0
13854,1980.0,01-2018,101,83.0
13855,1980.0,02-2018,60,43.0
13856,1980.0,03-2018,3,34.0
13857,1980.0,04-2018,0,34.0
13858,1980.0,05-2018,0,34.0
13859,1980.0,06-2018,0,34.0
13861,1981.0,01-2018,3,11.0
13862,1981.0,02-2018,4,11.0
13863,1981.0,03-2018,2,11.0
13864,1981.0,04-2018,125,11.0
13865,1981.0,05-2018,101,13.0
13866,1981.0,06-2018,195,14.0
13868,1982.0,01-2018,1,10.0
13869,1982.0,02-2018,2,10.0
13870,1982.0,03-2018,0,10.0
13871,1982.0,04-2018,4,10.0
13872,1982.0,05-2018,226,10.0
13873,1982.0,06-2018,96,10.0
13875,1983.0,01-2018,2,18.0
13876,1983.0,02-2018,2,18.0
13877,1983.0,03-2018,1,18.0
13878,1983.0,04-2018,28,6.0
13879,1983.0,05-2018,0,6.0
13880,1983.0,06-2018,0,6.0
13882,1984.0,01-2018,0,7.0
13883,1984.0,02-2018,4,7.0
13884,1984.0,03-2018,1,7.0
13885,1984.0,04-2018,5,7.0
13886,1984.0,05-2018,3,7.0
13887,1984.0,06-2018,163,8.0
13889,1985.0,01-2018,517,4.0
13890,1985.0,02-2018,33,5.0
13891,1985.0,03-2018,4,5.0
13892,1985.0,04-2018,3,5.0
13893,1985.0,05-2018,2,5.0
13894,1985.0,06-2018,0,5.0
13896,1986.0,01-2018,3,60.0
13897,1986.0,02-2018,0,60.0
13898,1986.0,03-2018,1,60.0
13899,1986.0,04-2018,0,60.0
13900,1986.0,05-2018,256,59.0
13901,1986.0,06-2018,4,56.0
13903,1987.0,01-2018,0,10.0
13904,1987.0,02-2018,0,10.0
13905,1987.0,03-2018,43,10.0
13906,1987.0,04-2018,11,10.0
13907,1987.0,05-2018,18,10.0
13908,1987.0,06-2018,1,11.0
13910,1988.0,01-2018,1,141.0
13911,1988.0,02-2018,7,81.0
13912,1988.0,03-2018,0,81.0
13913,1988.0,04-2018,0,81.0
13914,1988.0,05-2018,0,81.0
13915,1988.0,06-2018,0,81.0
13917,1989.0,01-2018,4,43.0
13918,1989.0,02-2018,6,43.0
13919,1989.0,03-2018,2,43.0
13920,1989.0,04-2018,31,15.0
13921,1989.0,05-2018,0,15.0
13922,1989.0,06-2018,0,15.0
13924,1990.0,01-2018,0,42.0
13925,1990.0,02-2018,0,42.0
13926,1990.0,03-2018,0,42.0
13927,1990.0,04-2018,315,42.0
13928,1990.0,05-2018,68,42.0
13929,1990.0,06-2018,623,42.0
13931,1991.0,01-2018,0,31.0
13932,1991.0,02-2018,0,31.0
13933,1991.0,03-2018,9,31.0
13934,1991.0,04-2018,278,27.0
13935,1991.0,05-2018,53,33.0
13936,1991.0,06-2018,315,33.0
13938,1992.0,01-2018,2,2.0
13939,1992.0,02-2018,1,2.0
13940,1992.0,03-2018,13,2.0
13941,1992.0,04-2018,158,2.0
13942,1992.0,05-2018,3,2.0
13943,1992.0,06-2018,148,2.0
13945,1993.0,01-2018,0,6.0
13946,1993.0,02-2018,0,6.0
13947,1993.0,03-2018,0,6.0
13948,1993.0,04-2018,0,6.0
13949,1993.0,05-2018,0,6.0
13950,1993.0,06-2018,84,6.0
13952,1994.0,01-2018,0,126.0
13953,1994.0,02-2018,0,126.0
13954,1994.0,03-2018,58,126.0
13955,1994.0,04-2018,15,126.0
13956,1994.0,05-2018,0,126.0
13957,1994.0,06-2018,0,126.0
13959,1995.0,01-2018,2,42.0
13960,1995.0,02-2018,6,42.0
13961,1995.0,03-2018,57,42.0
13962,1995.0,04-2018,3,42.0
13963,1995.0,05-2018,27,42.0
13964,1995.0,06-2018,1,42.0
13966,1996.0,01-2018,0,4.0
13967,1996.0,02-2018,2,4.0
13968,1996.0,03-2018,51,4.0
13969,1996.0,04-2018,2,4.0
13970,1996.0,05-2018,239,4.0
13971,1996.0,06-2018,21,2.0
13973,1997.0,01-2018,0,65.0
13974,1997.0,02-2018,0,65.0
13975,1997.0,03-2018,80,65.0
13976,1997.0,04-2018,0,65.0
13977,1997.0,05-2018,153,62.0
13978,1997.0,06-2018,47,18.0
13980,1998.0,01-2018,8,29.0
13981,1998.0,02-2018,233,29.0
13982,1998.0,03-2018,83,27.0
13983,1998.0,04-2018,4,27.0
13984,1998.0,05-2018,2,27.0
13985,1998.0,06-2018,0,27.0
13987,1999.0,01-2018,1,10.0
13988,1999.0,02-2018,0,10.0
13989,1999.0,03-2018,2,10.0
13990,1999.0,04-2018,0,10.0
13991,1999.0,05-2018,0,10.0
13992,1999.0,06-2018,0,10.0
13994,2000.0,01-2018,0,6.0
13995,2000.0,02-2018,2,6.0
13996,2000.0,03-2018,133,6.0
13997,2000.0,04-2018,3,5.0
13998,2000.0,05-2018,0,5.0
13999,2000.0,06-2018,0,5.0
14001,2001.0,01-2018,2,2.0
14002,2001.0,02-2018,0,2.0
14003,2001.0,03-2018,39,2.0
14004,2001.0,04-2018,0,2.0
14005,2001.0,05-2018,0,2.0
14006,2001.0,06-2018,1,2.0
14008,2002.0,01-2018,0,4.0
14009,2002.0,02-2018,0,4.0
14010,2002.0,03-2018,0,4.0
14011,2002.0,04-2018,1,4.0
14012,2002.0,05-2018,0,4.0
14013,2002.0,06-2018,0,4.0
14015,2003.0,01-2018,161,33.0
14016,2003.0,02-2018,1,34.0
14017,2003.0,03-2018,2,34.0
14018,2003.0,04-2018,0,34.0
14019,2003.0,05-2018,2,34.0
14020,2003.0,06-2018,1,34.0
14022,2004.0,01-2018,193,15.0
14023,2004.0,02-2018,71,14.0
14024,2004.0,03-2018,1,14.0
14025,2004.0,04-2018,0,14.0
14026,2004.0,05-2018,139,14.0
14027,2004.0,06-2018,2,13.0
14029,2005.0,01-2018,26,121.0
14030,2005.0,02-2018,1,124.0
14031,2005.0,03-2018,0,124.0
14032,2005.0,04-2018,0,124.0
14033,2005.0,05-2018,0,124.0
14034,2005.0,06-2018,0,124.0
14036,2006.0,01-2018,147,22.0
14037,2006.0,02-2018,0,22.0
14038,2006.0,03-2018,1,22.0
14039,2006.0,04-2018,0,22.0
14040,2006.0,05-2018,3,22.0
14041,2006.0,06-2018,1,22.0
14043,2007.0,01-2018,18,16.0
14044,2007.0,02-2018,2,16.0
14045,2007.0,03-2018,2,16.0
14046,2007.0,04-2018,0,16.0
14047,2007.0,05-2018,0,16.0
14048,2007.0,06-2018,0,16.0
14050,2008.0,01-2018,3,91.0
14051,2008.0,02-2018,1,91.0
14052,2008.0,03-2018,193,91.0
14053,2008.0,04-2018,4,88.0
14054,2008.0,05-2018,62,88.0
14055,2008.0,06-2018,1,82.0
14057,2009.0,01-2018,1,87.0
14058,2009.0,02-2018,2,87.0
14059,2009.0,03-2018,164,87.0
14060,2009.0,04-2018,0,87.0
14061,2009.0,05-2018,58,87.0
14062,2009.0,06-2018,1,85.0
14064,2010.0,01-2018,111,13.0
14065,2010.0,02-2018,1,13.0
14066,2010.0,03-2018,1,13.0
14067,2010.0,04-2018,1,13.0
14068,2010.0,05-2018,1,13.0
14069,2010.0,06-2018,1,13.0
14071,2011.0,01-2018,246,29.0
14072,2011.0,02-2018,78,27.0
14073,2011.0,03-2018,38,27.0
14074,2011.0,04-2018,0,27.0
14075,2011.0,05-2018,0,27.0
14076,2011.0,06-2018,1,27.0
14078,2012.0,01-2018,294,37.0
14079,2012.0,02-2018,50,10.0
14080,2012.0,03-2018,0,10.0
14081,2012.0,04-2018,0,10.0
14082,2012.0,05-2018,0,10.0
14083,2012.0,06-2018,0,10.0
14085,2013.0,01-2018,35,13.0
14086,2013.0,02-2018,0,13.0
14087,2013.0,03-2018,0,13.0
14088,2013.0,04-2018,0,13.0
14089,2013.0,05-2018,0,13.0
14090,2013.0,06-2018,0,13.0
14092,2014.0,01-2018,2,7.0
14093,2014.0,02-2018,0,7.0
14094,2014.0,03-2018,1,7.0
14095,2014.0,04-2018,0,7.0
14096,2014.0,05-2018,1,7.0
14097,2014.0,06-2018,2,7.0
14099,2015.0,01-2018,0,93.0
14100,2015.0,02-2018,1187,93.0
14101,2015.0,03-2018,303,96.0
14102,2015.0,04-2018,60,95.0
14103,2015.0,05-2018,0,95.0
14104,2015.0,06-2018,0,95.0
14106,2016.0,01-2018,0,34.0
14107,2016.0,02-2018,0,34.0
14108,2016.0,03-2018,2,34.0
14109,2016.0,04-2018,191,34.0
14110,2016.0,05-2018,3,32.0
14111,2016.0,06-2018,3,32.0
14113,2017.0,01-2018,0,7.0
14114,2017.0,02-2018,0,7.0
14115,2017.0,03-2018,0,7.0
14116,2017.0,04-2018,122,7.0
14117,2017.0,05-2018,8,7.0
14118,2017.0,06-2018,4,7.0
14120,2018.0,01-2018,0,30.0
14121,2018.0,02-2018,0,30.0
14122,2018.0,03-2018,151,30.0
14123,2018.0,04-2018,145,34.0
14124,2018.0,05-2018,4,34.0
14125,2018.0,06-2018,0,34.0
14127,2019.0,01-2018,0,36.0
14128,2019.0,02-2018,0,36.0
14129,2019.0,03-2018,0,36.0
14130,2019.0,04-2018,4,36.0
14131,2019.0,05-2018,236,37.0
14132,2019.0,06-2018,46,41.0
14134,2020.0,01-2018,0,10.0
14135,2020.0,02-2018,0,10.0
14136,2020.0,03-2018,196,10.0
14137,2020.0,04-2018,146,13.0
14138,2020.0,05-2018,4,12.0
14139,2020.0,06-2018,6,12.0
14141,2021.0,01-2018,0,40.0
14142,2021.0,02-2018,0,40.0
14143,2021.0,03-2018,0,40.0
14144,2021.0,04-2018,106,40.0
14145,2021.0,05-2018,5,40.0
14146,2021.0,06-2018,0,40.0
14148,2022.0,01-2018,0,36.0
14149,2022.0,02-2018,0,36.0
14150,2022.0,03-2018,253,36.0
14151,2022.0,04-2018,278,43.0
14152,2022.0,05-2018,63,43.0
14153,2022.0,06-2018,22,43.0
14155,2023.0,01-2018,0,3.0
14156,2023.0,02-2018,0,3.0
14157,2023.0,03-2018,0,3.0
14158,2023.0,04-2018,316,3.0
14159,2023.0,05-2018,14,3.0
14160,2023.0,06-2018,230,3.0
14162,2024.0,01-2018,0,11.0
14163,2024.0,02-2018,0,11.0
14164,2024.0,03-2018,187,11.0
14165,2024.0,04-2018,239,11.0
14166,2024.0,05-2018,1,10.0
14167,2024.0,06-2018,2,10.0
14169,2025.0,01-2018,0,41.0
14170,2025.0,02-2018,0,41.0
14171,2025.0,03-2018,0,41.0
14172,2025.0,04-2018,245,41.0
14173,2025.0,05-2018,13,37.0
14174,2025.0,06-2018,8,37.0
14176,2026.0,01-2018,0,46.0
14177,2026.0,02-2018,0,46.0
14178,2026.0,03-2018,363,46.0
14179,2026.0,04-2018,221,58.0
14180,2026.0,05-2018,3,54.0
14181,2026.0,06-2018,81,54.0
14183,2027.0,01-2018,0,4.0
14184,2027.0,02-2018,0,4.0
14185,2027.0,03-2018,0,4.0
14186,2027.0,04-2018,292,4.0
14187,2027.0,05-2018,6,4.0
14188,2027.0,06-2018,220,3.0
14190,2028.0,01-2018,0,7.0
14191,2028.0,02-2018,0,7.0
14192,2028.0,03-2018,164,7.0
14193,2028.0,04-2018,126,7.0
14194,2028.0,05-2018,4,7.0
14195,2028.0,06-2018,3,7.0
14197,2029.0,01-2018,0,27.0
14198,2029.0,02-2018,0,27.0
14199,2029.0,03-2018,0,27.0
14200,2029.0,04-2018,128,27.0
14201,2029.0,05-2018,4,27.0
14202,2029.0,06-2018,145,28.0
14204,2030.0,01-2018,0,27.0
14205,2030.0,02-2018,0,27.0
14206,2030.0,03-2018,294,27.0
14207,2030.0,04-2018,155,31.0
14208,2030.0,05-2018,0,31.0
14209,2030.0,06-2018,0,31.0
14211,2031.0,01-2018,0,10.0
14212,2031.0,02-2018,0,10.0
14213,2031.0,03-2018,0,10.0
14214,2031.0,04-2018,296,10.0
14215,2031.0,05-2018,21,10.0
14216,2031.0,06-2018,2,8.0
14218,2032.0,01-2018,0,6.0
14219,2032.0,02-2018,0,6.0
14220,2032.0,03-2018,126,6.0
14221,2032.0,04-2018,5,3.0
14222,2032.0,05-2018,4,3.0
14223,2032.0,06-2018,2,3.0
14225,2033.0,01-2018,0,7.0
14226,2033.0,02-2018,0,7.0
14227,2033.0,03-2018,0,7.0
14228,2033.0,04-2018,138,7.0
14229,2033.0,05-2018,13,7.0
14230,2033.0,06-2018,27,5.0
14232,2034.0,01-2018,0,4.0
14233,2034.0,02-2018,0,4.0
14234,2034.0,03-2018,10,4.0
14235,2034.0,04-2018,110,4.0
14236,2034.0,05-2018,6,3.0
14237,2034.0,06-2018,0,3.0
14239,2035.0,01-2018,0,10.0
14240,2035.0,02-2018,0,10.0
14241,2035.0,03-2018,174,10.0
14242,2035.0,04-2018,29,7.0
14243,2035.0,05-2018,24,7.0
14244,2035.0,06-2018,37,5.0
14246,2036.0,01-2018,0,8.0
14247,2036.0,02-2018,0,8.0
14248,2036.0,03-2018,136,8.0
14249,2036.0,04-2018,268,8.0
14250,2036.0,05-2018,10,7.0
14251,2036.0,06-2018,42,7.0
14253,2037.0,01-2018,0,58.0
14254,2037.0,02-2018,0,58.0
14255,2037.0,03-2018,0,58.0
14256,2037.0,04-2018,205,58.0
14257,2037.0,05-2018,9,53.0
14258,2037.0,06-2018,127,53.0
14260,2038.0,01-2018,0,50.0
14261,2038.0,02-2018,0,50.0
14262,2038.0,03-2018,259,50.0
14263,2038.0,04-2018,204,62.0
14264,2038.0,05-2018,3,60.0
14265,2038.0,06-2018,2,60.0
14267,2039.0,01-2018,0,41.0
14268,2039.0,02-2018,0,41.0
14269,2039.0,03-2018,0,41.0
14270,2039.0,04-2018,2,41.0
14271,2039.0,05-2018,192,41.0
14272,2039.0,06-2018,2,37.0
14274,2040.0,01-2018,0,37.0
14275,2040.0,02-2018,0,37.0
14276,2040.0,03-2018,216,37.0
14277,2040.0,04-2018,96,30.0
14278,2040.0,05-2018,2,30.0
14279,2040.0,06-2018,43,30.0
14281,2041.0,01-2018,0,64.0
14282,2041.0,02-2018,0,64.0
14283,2041.0,03-2018,286,64.0
14284,2041.0,04-2018,175,72.0
14285,2041.0,05-2018,1,72.0
14286,2041.0,06-2018,3,72.0
14288,2042.0,01-2018,0,5.0
14289,2042.0,02-2018,0,5.0
14290,2042.0,03-2018,181,5.0
14291,2042.0,04-2018,253,5.0
14292,2042.0,05-2018,2,4.0
14293,2042.0,06-2018,1,4.0
14295,2043.0,01-2018,0,12.0
14296,2043.0,02-2018,0,12.0
14297,2043.0,03-2018,95,12.0
14298,2043.0,04-2018,224,12.0
14299,2043.0,05-2018,2,10.0
14300,2043.0,06-2018,0,10.0
14302,2044.0,01-2018,0,6.0
14303,2044.0,02-2018,0,6.0
14304,2044.0,03-2018,0,6.0
14305,2044.0,04-2018,99,6.0
14306,2044.0,05-2018,7,6.0
14307,2044.0,06-2018,114,5.0
14309,2045.0,01-2018,0,23.0
14310,2045.0,02-2018,0,23.0
14311,2045.0,03-2018,0,23.0
14312,2045.0,04-2018,98,23.0
14313,2045.0,05-2018,200,23.0
14314,2045.0,06-2018,173,23.0
14316,2046.0,01-2018,0,37.0
14317,2046.0,02-2018,0,37.0
14318,2046.0,03-2018,0,37.0
14319,2046.0,04-2018,72,37.0
14320,2046.0,05-2018,170,37.0
14321,2046.0,06-2018,6,34.0
14323,2047.0,01-2018,26,39.0
14324,2047.0,02-2018,2,39.0
14325,2047.0,03-2018,0,39.0
14326,2047.0,04-2018,0,39.0
14327,2047.0,05-2018,0,39.0
14328,2047.0,06-2018,0,39.0
14330,2048.0,01-2018,62,20.0
14331,2048.0,02-2018,0,20.0
14332,2048.0,03-2018,4,20.0
14333,2048.0,04-2018,0,20.0
14334,2048.0,05-2018,0,20.0
14335,2048.0,06-2018,0,20.0
14337,2049.0,01-2018,29,35.0
14338,2049.0,02-2018,2,35.0
14339,2049.0,03-2018,0,35.0
14340,2049.0,04-2018,0,35.0
14341,2049.0,05-2018,0,35.0
14342,2049.0,06-2018,0,35.0
14344,2050.0,01-2018,0,20.0
14345,2050.0,02-2018,85,20.0
14346,2050.0,03-2018,132,20.0
14347,2050.0,04-2018,0,20.0
14348,2050.0,05-2018,0,20.0
14349,2050.0,06-2018,0,20.0
14351,2051.0,01-2018,0,4.0
14352,2051.0,02-2018,0,4.0
14353,2051.0,03-2018,0,4.0
14354,2051.0,04-2018,0,4.0
14355,2051.0,05-2018,0,4.0
14356,2051.0,06-2018,2,4.0
14358,2052.0,01-2018,0,17.0
14359,2052.0,02-2018,102,17.0
14360,2052.0,03-2018,14,15.0
14361,2052.0,04-2018,13,4.0
14362,2052.0,05-2018,0,4.0
14363,2052.0,06-2018,0,4.0
14365,2053.0,01-2018,1,10.0
14366,2053.0,02-2018,1,10.0
14367,2053.0,03-2018,0,10.0
14368,2053.0,04-2018,0,10.0
14369,2053.0,05-2018,0,10.0
14370,2053.0,06-2018,0,10.0
14372,2054.0,01-2018,6,14.0
14373,2054.0,02-2018,1,14.0
14374,2054.0,03-2018,5,14.0
14375,2054.0,04-2018,0,14.0
14376,2054.0,05-2018,1,14.0
14377,2054.0,06-2018,0,14.0
14379,2055.0,01-2018,0,11.0
14380,2055.0,02-2018,0,11.0
14381,2055.0,03-2018,0,11.0
14382,2055.0,04-2018,2,11.0
14383,2055.0,05-2018,2,11.0
14384,2055.0,06-2018,0,11.0
14386,2056.0,01-2018,0,33.0
14387,2056.0,02-2018,0,33.0
14388,2056.0,03-2018,0,33.0
14389,2056.0,04-2018,157,33.0
14390,2056.0,05-2018,0,33.0
14391,2056.0,06-2018,0,33.0
14393,2057.0,01-2018,0,104.0
14394,2057.0,02-2018,0,104.0
14395,2057.0,03-2018,0,104.0
14396,2057.0,04-2018,158,104.0
14397,2057.0,05-2018,28,98.0
14398,2057.0,06-2018,1,94.0
14400,2058.0,01-2018,0,98.0
14401,2058.0,02-2018,0,98.0
14402,2058.0,03-2018,0,98.0
14403,2058.0,04-2018,181,98.0
14404,2058.0,05-2018,45,42.0
14405,2058.0,06-2018,6,41.0
14407,2059.0,01-2018,0,6.0
14408,2059.0,02-2018,0,6.0
14409,2059.0,03-2018,0,6.0
14410,2059.0,04-2018,164,6.0
14411,2059.0,05-2018,0,6.0
14412,2059.0,06-2018,0,6.0
14414,2060.0,01-2018,0,39.0
14415,2060.0,02-2018,0,39.0
14416,2060.0,03-2018,0,39.0
14417,2060.0,04-2018,158,39.0
14418,2060.0,05-2018,31,23.0
14419,2060.0,06-2018,3,23.0
14421,2061.0,01-2018,0,3.0
14422,2061.0,02-2018,0,3.0
14423,2061.0,03-2018,0,3.0
14424,2061.0,04-2018,189,3.0
14425,2061.0,05-2018,52,3.0
14426,2061.0,06-2018,70,1.0
14428,2062.0,01-2018,0,4.0
14429,2062.0,02-2018,0,4.0
14430,2062.0,03-2018,0,4.0
14431,2062.0,04-2018,6,4.0
14432,2062.0,05-2018,8,4.0
14433,2062.0,06-2018,2,4.0
14435,2063.0,01-2018,0,51.0
14436,2063.0,02-2018,0,51.0
14437,2063.0,03-2018,0,51.0
14438,2063.0,04-2018,148,51.0
14439,2063.0,05-2018,0,51.0
14440,2063.0,06-2018,0,51.0
14442,2064.0,01-2018,0,95.0
14443,2064.0,02-2018,0,95.0
14444,2064.0,03-2018,0,95.0
14445,2064.0,04-2018,137,95.0
14446,2064.0,05-2018,32,95.0
14447,2064.0,06-2018,16,59.0
14449,2065.0,01-2018,0,41.0
14450,2065.0,02-2018,0,41.0
14451,2065.0,03-2018,0,41.0
14452,2065.0,04-2018,119,41.0
14453,2065.0,05-2018,0,41.0
14454,2065.0,06-2018,0,41.0
14456,2066.0,01-2018,0,62.0
14457,2066.0,02-2018,0,62.0
14458,2066.0,03-2018,0,62.0
14459,2066.0,04-2018,132,62.0
14460,2066.0,05-2018,6,57.0
14461,2066.0,06-2018,2,57.0
14463,2067.0,01-2018,0,38.0
14464,2067.0,02-2018,0,38.0
14465,2067.0,03-2018,0,38.0
14466,2067.0,04-2018,141,38.0
14467,2067.0,05-2018,2,25.0
14468,2067.0,06-2018,0,25.0
14470,2068.0,01-2018,0,35.0
14471,2068.0,02-2018,0,35.0
14472,2068.0,03-2018,0,35.0
14473,2068.0,04-2018,227,35.0
